,px,py,area (pixels),flux (noise-normed)
0,7877.311830085205,1883.675236530387,46.0,3371.766097478335
1,9399.045241645024,4612.078506480239,39.0,1052.6206000910597
2,6966.288856876983,6237.984056469071,39.0,1034.6734354657794
3,5279.055168411753,6260.632052230077,38.0,1017.8664295723171
4,2673.288292430617,2515.673624084464,36.0,948.788437734013
5,2205.438787793803,3645.149386758083,36.0,840.00701467101
6,8618.235779120323,788.427348886825,32.0,504.0148391280896
7,6097.442117360939,978.8275628864089,26.0,459.510176060734
8,8079.521605564248,70.38229786526233,31.0,434.96228264146964
9,1794.9435477842196,3720.3308714676664,33.0,412.8230018358858
10,8274.655275540694,1783.0030420943147,32.0,410.7650712884007
11,7483.6914453162235,4077.6662815824507,29.0,398.6645655190152
12,2662.1197993392548,2510.0225020606003,23.0,392.65071387012233
13,810.1045208853674,5805.3729723263305,29.0,345.9309270189077
14,8503.021692564544,3018.2158929293305,27.0,344.5853901517794
15,6686.8111116847695,1030.6981990974598,25.0,315.9671619404181
16,6652.577744797222,5433.1087554464475,24.0,311.93830446804924
17,8716.073043446999,1599.060587209016,26.0,278.13298854892145
18,156.86503389996938,2795.1214612682816,28.0,273.3359387476196
19,7641.060644655606,505.41630115988977,24.0,241.4679540390709
20,1768.6173244666938,194.46402721364302,25.0,238.19275624521697
21,6969.646561288435,3534.4381567654996,17.0,237.46430664200903
22,7939.436250648219,2641.8278590512095,19.0,237.03350516643786
23,9058.018637565809,2919.1636716536705,25.0,235.21855342600654
24,5963.844946425994,410.4131697884536,18.0,209.13714319400245
25,6062.62825915597,4276.386638764491,13.0,183.3512398344676
26,7293.400389095055,3215.766725437903,16.0,162.8212208755925
27,2656.639376702543,3867.2194576137613,16.0,162.187744688127
28,8083.723123905796,6019.1148503486775,17.0,159.1870341294952
29,3198.7091939559295,4428.074563198242,17.0,155.2640044453103
30,6892.4900865934915,1879.441016898726,14.0,142.74520561525696
31,4864.944316069832,1106.5204331099726,14.0,137.6573816734605
32,8213.701363572054,5820.664312547086,15.0,136.2024288347555
33,8753.047262194856,167.76090494424844,14.0,128.99903841432624
34,2006.8995345369433,1604.138720327254,13.0,117.6600327598522
35,6791.241640160521,1919.843034794776,12.0,117.14511969010891
36,8460.45397015354,4089.2921439142174,13.0,117.00873566573442
37,9274.722020049676,4990.096160203359,11.0,114.99961608154547
38,1136.9120927644863,4000.8246984754037,12.0,109.16549466515218
39,2457.961330665701,3025.9636641442294,10.0,104.8791310273864
40,9226.467321308955,5158.778931283787,9.0,103.47216052611552
41,7440.8329495503995,3139.05445933165,9.0,103.05137565995723
42,8934.91072171385,296.4303190963747,9.0,98.34571372687863
43,4203.095768452557,4119.7622417367475,8.0,94.02891425313443
44,3266.2999369827407,6017.196931507595,9.0,81.7911702570643
45,547.6101095307753,2988.2734123625073,8.0,77.39987323578649
46,7798.7360632161235,2995.4339305962835,8.0,76.1658072815614
47,1060.8829970705433,1855.179587997736,6.0,75.89505943560269
48,9207.945505535423,840.3899031650913,7.0,70.65433908045931
49,4044.9274684350207,5851.822540365718,6.0,68.40342810084498
50,822.149971605849,3341.5971059817057,6.0,65.46799510208223
51,3639.1177478061777,557.4051000081795,4.0,61.298092238434805
52,2412.161869180776,3876.1210569514155,5.0,60.939753242021574
53,1432.0564295880165,4457.5273085247545,7.0,54.199448834797906
54,7618.130476996771,133.85695000232622,4.0,54.05941767028916
55,4840.557128579405,5430.960622646263,5.0,49.90561882473394
56,3141.493118687183,4070.0134832319104,4.0,47.97719384327349
57,3332.7652278306437,641.5944425131886,5.0,45.699103730471386
58,7582.58572341939,5982.169120247396,3.0,42.784003520874094
59,8103.865263575237,3618.439402281518,3.0,40.52079585673205
60,2020.5385983999083,191.43730328410584,3.0,37.815175668929264
61,1137.5229981639225,728.9570332877452,2.0,35.91834022211784
62,7394.42980385841,661.8993916442568,2.0,34.232228859152876
63,7117.518188736917,2695.636707196355,3.0,33.685669910797465
64,1742.8378362024214,3064.959705907206,2.0,33.358265121551085
65,6561.954661432601,4385.368136342842,2.0,32.8199218886133
66,9306.925863660037,10.641096918271263,2.0,32.74066289799061
67,5816.760372176854,6322.833684008089,3.0,30.40127413843524
68,5277.030229158522,284.9182305845212,2.0,29.436906538853556
69,8432.900216193411,1123.8339807680452,3.0,23.969758275119666
70,9565.11967137414,1579.297676126241,2.0,21.3211887744601
71,672.9566977805912,5647.454128857477,2.0,20.851204793966552
72,9533.172032339922,1225.5764792594885,2.0,20.349904449207045
73,9122.065082351164,503.38633172031575,2.0,20.287097032196
74,912.7795552873604,5915.334519078391,2.0,20.205994648459665
75,7493.18497575218,5249.635885956316,2.0,20.035176158364525
76,1386.2270611598628,4705.471445227042,2.0,19.668919202192136
77,1608.8470041286441,5993.270180175463,2.0,19.378246210640174
78,9561.915925998,3661.5438628595234,2.0,19.326505657454344
79,8870.026586409731,685.6716071837509,2.0,19.266522583321954
80,9453.017755372182,63.3917818126976,2.0,19.08995928244974
81,9553.951304318945,6043.609094985612,2.0,18.712587124103955
82,1593.8641366567567,451.58552978661487,2.0,18.6087255290609
83,5094.043073416744,6127.575567164561,2.0,18.430200336365015
84,1422.0045753185382,813.5161518028954,2.0,18.410662272321517
85,9400.942599541053,2493.3852771563334,2.0,18.352813652709727
86,9445.941736429571,5821.399555556135,2.0,18.34985118592673
87,8562.959802662359,2269.5418461998447,2.0,18.253195282629278
88,8916.866792377838,227.6548390118727,2.0,18.155564816537833
89,701.0561070656148,2079.3497679205384,2.0,17.98240668570178
90,766.9503168740019,6045.50393771967,2.0,17.973256146660727
91,7376.949020722957,5815.91161336334,3.0,17.962021872101616
92,317.0848094436304,3651.4390278402934,2.0,17.940179113487076
93,8108.841659374218,5827.564548904691,2.0,17.830506193609615
94,9400.986491017473,977.5281820282415,2.0,17.711076918318554
95,7635.123130934153,1597.4613450047555,2.0,17.692071593900522
96,8015.917829699208,3037.72806659871,2.0,17.57947931852503
97,7114.981576452569,4269.498680058418,2.0,17.49622650405873
98,8934.938751909007,6003.4264782047385,2.0,17.471424281712814
99,8561.116471242887,413.38831481317146,2.0,17.450704528004533
100,406.9633969046543,649.4298735921077,2.0,17.388281738914063
101,46.05890047844732,1541.644372704465,2.0,17.280685507877585
102,2003.1232965319819,6013.400683275928,2.0,17.260694692811363
103,758.0609644340748,5829.4487668229385,2.0,17.26013449923324
104,9337.926269196743,1889.58169416217,2.0,17.1683101851679
105,8621.825998028402,3881.4995142922508,2.0,17.13476982659582
106,1491.9019718130842,4853.450484846974,2.0,17.0450935082538
107,333.9663557256552,1111.4827735897686,2.0,17.0219952467636
108,1662.9287836821204,4871.46182106214,2.0,16.972620223072383
109,908.0860926928551,6003.6293816488605,2.0,16.91846598344304
110,69.88176950415068,6007.407449347215,2.0,16.774186505533205
111,8310.080565309276,3351.54116451416,2.0,16.720660597386548
112,7539.027917527182,171.7699769606266,2.0,16.590009707067367
113,9227.984923997588,1765.4870448704428,2.0,16.553463010210812
114,9307.966391939011,855.4979570708704,2.0,16.481928985680362
115,1076.0399918285748,427.72341415608867,2.0,16.445086263745214
116,600.9258543021259,1875.740148143491,2.0,16.44282094695687
117,9482.026022547207,479.10134755094236,2.0,16.438286864137797
118,7639.031460525237,47.559063565852824,2.0,16.285651514664178
119,209.11084520377605,1183.6021046668322,2.0,16.243076787768963
120,8958.159644657431,3567.3704784337683,2.0,16.174408361492453
121,7360.002556498465,1373.4580088383852,2.0,16.163131601177685
122,8651.946205572358,47.51135843719854,2.0,16.1581472108733
123,9319.289309818325,1507.7443173333968,2.0,16.108395357711345
124,8791.050197759609,5003.752507730078,2.0,16.069822821971027
125,4812.936775828826,303.1644435616444,2.0,16.0334544742259
126,6255.974972522065,915.1788764261634,2.0,15.944140548778092
127,8822.912618182347,4653.512481931086,2.0,15.941126982253182
128,7252.0680735791975,871.6533518193937,2.0,15.87189644037812
129,9139.056402893037,4753.61616584104,2.0,15.843125422525832
130,2218.1819621640284,5123.405142365949,2.0,15.840308995737246
131,8082.058473875603,4233.493805390852,2.0,15.838150942732574
132,4625.898564485978,6367.667021778941,2.0,15.788353995205453
133,8937.109383348297,4227.710296143913,2.0,15.6542268660452
134,7125.160603889006,5599.180730608884,2.0,15.652012176362957
135,395.1492152743321,3565.3600039857165,2.0,15.633648421287747
136,9436.18888362197,2407.3374479493646,2.0,15.627890659988388
137,633.0198870302241,3963.5736816959698,2.0,15.621420391491219
138,7546.964205413471,4917.230861099678,2.0,15.487178736505069
139,962.0339542960922,5605.69407875352,2.0,15.474599295408476
140,8370.146582384297,5511.621718594022,2.0,15.463964875323285
141,183.9786009923319,5289.604278076187,2.0,15.452356876530352
142,870.8568683602875,6115.556837744972,2.0,15.444923789107031
143,8004.832644563871,6013.0568556871585,2.0,15.427076355124115
144,8876.93504052085,85.85102544774594,2.0,15.421272655161523
145,8343.138356377203,2117.5525995203357,2.0,15.413232164745597
146,1299.0258923916226,4973.418441392901,2.0,15.333950476350608
147,9334.005210404943,359.498797552643,2.0,15.259912945280083
148,120.83310146027009,6217.561385499518,2.0,15.243032799548526
149,9215.814485283085,4117.425565432347,2.0,15.229427837404831
150,9420.020350331475,4733.521542285275,2.0,15.222364948442872
151,7186.997210919746,5131.281631194677,2.0,15.205307369949999
152,8477.115182445095,5614.038382172225,2.0,15.200617219100112
153,7983.203432973219,465.40728813830515,2.0,15.191348864345617
154,6696.081574128871,4655.174387918069,2.0,15.119260769059213
155,9369.000660119706,33.374214536249724,2.0,14.94982314202447
156,9488.769305878433,2903.643332440484,2.0,14.935727448962934
157,855.015582542058,2745.4757543521764,2.0,14.924877417076658
158,1108.0580019390495,5569.592560495648,2.0,14.878061765165794
159,8515.068344277644,5263.25598555863,2.0,14.868691296001323
160,552.999143000674,5549.387826356893,2.0,14.866785287967685
161,5582.147635673664,6373.741246354367,2.0,14.866152524493693
162,7152.974627030494,3005.405803783813,2.0,14.857667692466306
163,226.94949644475997,6241.478697962983,2.0,14.85072015597234
164,9416.919828407743,1787.5041993664968,2.0,14.836777324306865
165,8205.867100925945,2735.6408233337547,2.0,14.825196652069106
166,7395.881985286287,3255.56518923879,2.0,14.82472203658013
167,703.9507253710673,3695.6849054227505,2.0,14.822446600686707
168,9251.069631346254,2561.5769009962837,2.0,14.804230670457962
169,7942.9831921477125,1897.363172876347,2.0,14.740820153138193
170,428.30947090978873,1739.7069498489243,2.0,14.702218309008774
171,9421.027617688445,5551.165120088562,2.0,14.61813538725198
172,8855.082283913842,3053.753186887395,2.0,14.603262050437937
173,9507.06476793313,6014.345409013147,2.0,14.481397958437865
174,9244.016404348173,1063.4959602918257,2.0,14.469999014568721
175,2833.9416884462353,6049.474316381679,2.0,14.457272026616227
176,7940.849466297971,4763.711392695709,2.0,14.434294883176323
177,62.01766099257337,3827.388198294897,2.0,14.422279710917918
178,755.8943522716714,3617.387710888687,2.0,14.395862729635084
179,1992.0063561859713,6381.618432059483,2.0,14.384635202394342
180,3743.7390106745033,5933.408216524264,2.0,14.365575698963733
181,5822.975331994014,6029.788512237425,2.0,14.350310716977443
182,8118.776427865145,4837.396475816743,2.0,14.314217102101372
183,8757.089742685303,4537.472479477237,2.0,14.234991600931458
184,3862.878246978544,6235.33031172967,2.0,14.226414070157041
185,7967.0024244571105,3777.361704075892,2.0,14.215586195838242
186,7473.986190319028,489.72060430476716,2.0,14.194770923789648
187,9554.055424264694,2077.7005663039777,2.0,14.177244102949334
188,9541.072768712102,675.719849696514,2.0,14.165091483015217
189,763.0627043350917,3837.6902486551116,2.0,14.146029999714347
190,7494.927528367846,45.493438875714574,2.0,14.112563894417734
191,213.99745429269635,95.50913661281682,2.0,14.098470325316125
